pareto_foil_5 0.017999408459580875 0.26448196700027055 0.08399383310665604 -0.5973218079760385 0.2753946503774354 -0.05600221309554641 0.5999873354008339 0.0 0.0 0.0 0.0
    1.000000      0.000000
    0.999013      0.000003
    0.996057      0.000043
    0.991144      0.000215
    0.984292      0.000660
    0.975528      0.001548
    0.964888      0.003058
    0.952414      0.005349
    0.938153      0.008538
    0.922164      0.012683
    0.904508      0.017766
    0.885257      0.023692
    0.864484      0.030294
    0.842274      0.037338
    0.818712      0.044554
    0.793893      0.051650
    0.767913      0.058344
    0.740877      0.064387
    0.712890      0.069590
    0.684062      0.073832
    0.654508      0.077077
    0.624345      0.079365
    0.593691      0.080810
    0.562667      0.081579
    0.531395      0.081872
    0.500000      0.081895
    0.468605      0.081838
    0.437333      0.081851
    0.406309      0.082026
    0.375655      0.082388
    0.345492      0.082893
    0.315938      0.083436
    0.287110      0.083862
    0.259123      0.083985
    0.232087      0.083614
    0.206107      0.082571
    0.181288      0.080716
    0.157726      0.077960
    0.135516      0.074277
    0.114743      0.069705
    0.095492      0.064343
    0.077836      0.058335
    0.061847      0.051858
    0.047586      0.045099
    0.035112      0.038236
    0.024472      0.031417
    0.015708      0.024751
    0.008856      0.018293
    0.003943      0.012049
    0.000987      0.005977
    0.000000      0.000000
    0.000987     -0.005941
    0.003943     -0.011767
    0.008856     -0.017370
    0.015708     -0.022660
    0.024472     -0.027567
    0.035112     -0.032046
    0.047586     -0.036076
    0.061847     -0.039662
    0.077836     -0.042824
    0.095492     -0.045594
    0.114743     -0.048009
    0.135516     -0.050103
    0.157726     -0.051896
    0.181288     -0.053396
    0.206107     -0.054590
    0.232087     -0.055448
    0.259123     -0.055923
    0.287110     -0.055961
    0.315938     -0.055502
    0.345492     -0.054493
    0.375655     -0.052897
    0.406309     -0.050696
    0.437333     -0.047901
    0.468605     -0.044555
    0.500000     -0.040732
    0.531395     -0.036535
    0.562667     -0.032089
    0.593691     -0.027535
    0.624345     -0.023020
    0.654508     -0.018686
    0.684062     -0.014659
    0.712890     -0.011044
    0.740877     -0.007914
    0.767913     -0.005314
    0.793893     -0.003249
    0.818712     -0.001698
    0.842274     -0.000612
    0.864484      0.000079
    0.885257      0.000453
    0.904508      0.000594
    0.922164      0.000580
    0.938153      0.000481
    0.952414      0.000349
    0.964888      0.000223
    0.975528      0.000122
    0.984292      0.000055
    0.991144      0.000019
    0.996057      0.000004
    0.999013      0.000000
    1.000000      0.000000
