pareto_foil_0 0.050615888833507865 0.43483137971063146 0.162788233742511 -0.92 0.6084257833782918 0.09641873071130153 -1.056162170181705 0.0 0.0 -29.017277306555634 7.073395253258083
    1.000000     -0.000000
    0.999013      0.000629
    0.996057      0.002505
    0.991144      0.005595
    0.984292      0.009844
    0.975528      0.015176
    0.964888      0.021498
    0.952414      0.028701
    0.938153      0.036659
    0.922164      0.045239
    0.904508      0.054297
    0.885257      0.063687
    0.864484      0.073259
    0.842274      0.082869
    0.818712      0.092376
    0.793893      0.101646
    0.767913      0.110557
    0.740877      0.119000
    0.712890      0.126877
    0.684062      0.134105
    0.654508      0.140616
    0.624345      0.146353
    0.593691      0.151272
    0.562667      0.155343
    0.531395      0.158540
    0.500000      0.160851
    0.468605      0.162266
    0.437333      0.162785
    0.406309      0.162412
    0.375655      0.161154
    0.345492      0.159027
    0.315938      0.156049
    0.287110      0.152246
    0.259123      0.147650
    0.232087      0.142298
    0.206107      0.136236
    0.181288      0.129516
    0.157726      0.122196
    0.135516      0.114339
    0.114743      0.106011
    0.095492      0.097280
    0.077836      0.088213
    0.061847      0.078876
    0.047586      0.069327
    0.035112      0.059619
    0.024472      0.049799
    0.015708      0.039902
    0.008856      0.029957
    0.003943      0.019983
    0.000987      0.009995
    0.000000      0.000000
    0.000987     -0.009906
    0.003943     -0.019284
    0.008856     -0.027637
    0.015708     -0.034526
    0.024472     -0.039600
    0.035112     -0.042609
    0.047586     -0.043416
    0.061847     -0.041998
    0.077836     -0.038441
    0.095492     -0.032929
    0.114743     -0.025724
    0.135516     -0.017142
    0.157726     -0.007533
    0.181288      0.002746
    0.206107      0.013350
    0.232087      0.023964
    0.259123      0.034317
    0.287110      0.044185
    0.315938      0.053398
    0.345492      0.061834
    0.375655      0.069412
    0.406309      0.076086
    0.437333      0.081830
    0.468605      0.086634
    0.500000      0.090492
    0.531395      0.093396
    0.562667      0.095338
    0.593691      0.096305
    0.624345      0.096284
    0.654508      0.095267
    0.684062      0.093256
    0.712890      0.090273
    0.740877      0.086359
    0.767913      0.081582
    0.793893      0.076037
    0.818712      0.069847
    0.842274      0.063155
    0.864484      0.056125
    0.885257      0.048930
    0.904508      0.041745
    0.922164      0.034742
    0.938153      0.028081
    0.952414      0.021906
    0.964888      0.016339
    0.975528      0.011483
    0.984292      0.007416
    0.991144      0.004199
    0.996057      0.001875
    0.999013      0.000470
    1.000000      0.000000
